id,value
120341,341
4784,784
18132,132
25637,637
26698,698
117442,442
48647,647
46629,629
56214,214
40956,956
86824,824
122839,839
31070,70
48412,412
69896,896
14674,674
86722,722
103232,232
62431,431
3354,354
50250,250
33538,538
74850,850
66594,594
37864,864
52457,457
100919,919
12993,993
100776,776
2907,907
64529,529
114611,611
119611,611
18938,938
18204,204
37248,248
24968,968
22337,337
1600,600
25833,833
68733,733
99146,146
28147,147
26182,182
44951,951
111175,175
124389,389
39955,955
57654,654
42631,631
101990,990
17935,935
79535,535
122946,946
25812,812
47679,679
104042,42
50074,74
37022,22
25060,60
109038,38
122041,41
33900,900
1618,618
16236,236
78184,184
80513,513
45986,986
19147,147
54404,404
10809,809
117945,945
112362,362
124600,600
80546,546
115029,29
20511,511
123768,768
23687,687
69107,107
25197,197
76524,524
69661,661
66793,793
4510,510
120026,26
35207,207
95846,846
95491,491
37311,311
49149,149
82416,416
34838,838
59940,940
113407,407
48022,22
8619,619
80649,649
114642,642
107667,667
111604,604
90556,556
56905,905
40327,327
44185,185
4634,634
101215,215
8343,343
2547,547
107314,314
19348,348
112127,127
49998,998
72205,205
31021,21
104149,149
104855,855
16434,434
122457,457
118521,521
122690,690
16774,774
86329,329
80095,95
56938,938
63222,222
116330,330
78774,774
18687,687
82680,680
50214,214
49436,436
96670,670
118827,827
98470,470
117523,523
2066,66
14771,771
117698,698
32314,314
65637,637
27636,636
6541,541
5298,298
85541,541
80645,645
117489,489
27998,998
84284,284
94347,347
87976,976
97750,750
56033,33
117250,250
21730,730
29550,550
105119,119
4173,173
121826,826
52965,965
60197,197
48098,98
90328,328
14653,653
104193,193
96251,251
71606,606
47503,503
58592,592
33311,311
42819,819
75320,320
67325,325
35063,63
64136,136
81965,965
7188,188
43918,918
66904,904
85680,680
4817,817
67892,892
31690,690
75339,339
112477,477
71811,811
83054,54
14416,416
66647,647
53791,791
21276,276
65822,822
121100,100
51038,38
16091,91
41779,779
27673,673
87737,737
111254,254
58549,549
42405,405
19127,127
92691,691
72851,851
90594,594
47744,744
90367,367
17611,611
14667,667
35870,870
25593,593
9252,252
68865,865
48454,454
76935,935
63439,439
13248,248
34426,426
100570,570
80750,750
31185,185
80804,804
101766,766
11142,142
30917,917
27734,734
26710,710
46975,975
119420,420
45153,153
89741,741
81733,733
75961,961
34024,24
17200,200
20016,16
48654,654
104034,34
33331,331
56445,445
70867,867
69522,522
105658,658
8688,688
30784,784
65222,222
15631,631
92987,987
122829,829
56538,538
37308,308
53019,19
39329,329
61051,51
113041,41
11592,592
81215,215
79847,847
112018,18
8097,97
71164,164
93023,23
104372,372
21609,609
97492,492
6119,119
38169,169
13868,868
70748,748
23234,234
2514,514
109003,3
91964,964
46717,717
63099,99
9849,849
64066,66
110328,328
121744,744
6823,823
114802,802
98907,907
101921,921
105459,459
114707,707
13825,825
53556,556
36167,167
106871,871
84597,597
106436,436
34204,204
76708,708
62929,929
113575,575
14218,218
66850,850
50276,276
67181,181
46198,198
112214,214
58404,404
89571,571
1297,297
74711,711
63913,913
4320,320
97390,390
67805,805
11637,637
29115,115
119327,327
92640,640
89651,651
91524,524
114170,170
25066,66
55668,668
88612,612
22279,279
9931,931
86264,264
33266,266
23376,376
123042,42
90921,921
109183,183
44441,441
25243,243
120012,12
123428,428
67750,750
118758,758
55657,657
44688,688
31415,415
7342,342
42115,115
73258,258
16272,272
57219,219
23262,262
108210,210
9520,520
119081,81
84868,868
35473,473
30556,556
54079,79
104007,7
35376,376
58680,680
83449,449
24399,399
17289,289
38066,66
111296,296
106934,934
118744,744
38608,608
70909,909
23744,744
30315,315
15714,714
81267,267
44737,737
101021,21
73472,472
15752,752
5397,397
1661,661
124546,546
83325,325
108863,863
74417,417
75706,706
91631,631
31284,284
112366,366
76380,380
124786,786
101700,700
91551,551
75935,935
90491,491
52169,169
119202,202
55540,540
12097,97
23349,349
2350,350
76558,558
20012,12
13895,895
71250,250
95212,212
25182,182
99487,487
99748,748
88538,538
106296,296
24295,295
75926,926
105877,877
70681,681
49428,428
22088,88
66411,411
51922,922
79711,711
101749,749
58164,164
95502,502
57103,103
5607,607
124693,693
5401,401
112548,548
51795,795
58472,472
51915,915
96692,692
31777,777
82648,648
61946,946
60781,781
116752,752
50143,143
48673,673
62463,463
62781,781
27666,666
41642,642
85232,232
14499,499
41818,818
47863,863
80762,762
107495,495
119309,309
120225,225
71768,768
8899,899
77580,580
118429,429
109992,992
102895,895
46213,213
651,651
100840,840
79499,499
50655,655
79483,483
104810,810
14126,126
57351,351
88790,790
83826,826
115777,777
2307,307
55542,542
12071,71
113149,149
54877,877
118273,273
57898,898
46271,271
92922,922
3777,777
77026,26
