id,value
33075,75
73367,367
9644,644
1524,524
89669,669
59074,74
75973,973
103236,236
118756,756
51174,174
94656,656
19669,669
18187,187
15006,6
86611,611
53779,779
29623,623
78278,278
71617,617
91151,151
108592,592
57851,851
33602,602
36049,49
50677,677
80091,91
94527,527
77812,812
54768,768
43010,10
124643,643
99022,22
104467,467
25331,331
60146,146
36074,74
27746,746
96772,772
107409,409
54890,890
81716,716
80448,448
13983,983
70573,573
74796,796
107865,865
25973,973
56469,469
9143,143
20344,344
120563,563
62040,40
33767,767
15472,472
785,785
28342,342
90783,783
69921,921
87378,378
100274,274
65474,474
74866,866
51439,439
124612,612
13093,93
40596,596
76132,132
52676,676
4810,810
101566,566
106228,228
58276,276
21756,756
31839,839
1867,867
84622,622
119456,456
35301,301
94019,19
109990,990
7008,8
55444,444
77613,613
20578,578
17475,475
87104,104
43704,704
70587,587
39753,753
70980,980
33237,237
119455,455
28731,731
98398,398
41351,351
73145,145
46807,807
116682,682
88256,256
4909,909
92575,575
62390,390
44472,472
75921,921
104662,662
94364,364
68300,300
113479,479
111163,163
120210,210
74383,383
83001,1
48437,437
55152,152
104841,841
82437,437
18542,542
34186,186
99659,659
51639,639
30006,6
25742,742
97574,574
71348,348
63938,938
76876,876
468,468
73318,318
64802,802
95123,123
93868,868
47500,500
103214,214
83152,152
38516,516
93123,123
82131,131
52105,105
20723,723
43984,984
103704,704
33920,920
107011,11
2011,11
16915,915
49525,525
50387,387
63128,128
107433,433
77063,63
10698,698
116535,535
110830,830
46369,369
44850,850
82694,694
114175,175
24993,993
96922,922
57232,232
26365,365
29463,463
46127,127
14605,605
5479,479
7433,433
20691,691
95380,380
81503,503
78250,250
101353,353
102418,418
1218,218
43118,118
96485,485
39432,432
24651,651
80706,706
17858,858
63084,84
83564,564
66064,64
25,25
68143,143
115751,751
28260,260
57904,904
74584,584
92554,554
36746,746
32169,169
21818,818
116853,853
30648,648
7142,142
109368,368
72960,960
10532,532
93554,554
92943,943
36734,734
8794,794
16544,544
6732,732
39302,302
117138,138
101065,65
31187,187
94370,370
14228,228
50790,790
26536,536
52303,303
9218,218
10188,188
21012,12
8973,973
106701,701
107751,751
120491,491
91657,657
105941,941
53768,768
82720,720
101755,755
74272,272
113916,916
21296,296
94665,665
13159,159
115314,314
62297,297
77204,204
19045,45
10351,351
62099,99
73617,617
38869,869
16942,942
86955,955
49328,328
26347,347
93175,175
28894,894
47858,858
118605,605
71769,769
61579,579
70312,312
41762,762
33636,636
87659,659
56614,614
55950,950
121408,408
75369,369
25079,79
64590,590
76239,239
52773,773
2929,929
103517,517
95744,744
65796,796
43378,378
27032,32
47116,116
114234,234
85279,279
100790,790
43855,855
105187,187
116116,116
90866,866
109426,426
82770,770
58973,973
109659,659
121606,606
107216,216
112196,196
122892,892
111231,231
80061,61
105293,293
85520,520
39446,446
23899,899
77887,887
23211,211
53420,420
52102,102
7955,955
113876,876
58048,48
65828,828
6765,765
97966,966
82628,628
70753,753
100193,193
248,248
84763,763
19786,786
117763,763
82030,30
26062,62
72430,430
22195,195
3463,463
58509,509
31435,435
98013,13
68626,626
47470,470
46620,620
63324,324
121271,271
40891,891
91351,351
103279,279
45586,586
70699,699
18419,419
1751,751
69198,198
74542,542
111727,727
122696,696
75598,598
66939,939
111916,916
65103,103
74763,763
33894,894
38384,384
96905,905
36445,445
37591,591
29487,487
82901,901
119461,461
88111,111
14868,868
114130,130
54522,522
27586,586
37751,751
64667,667
68707,707
77717,717
40795,795
9044,44
56467,467
10302,302
83012,12
117448,448
47386,386
42132,132
112184,184
7531,531
118117,117
95361,361
16911,911
60708,708
43174,174
55057,57
5412,412
98865,865
70926,926
8480,480
114917,917
66585,585
114455,455
24888,888
77355,355
84898,898
66307,307
94774,774
74011,11
2299,299
97366,366
59083,83
100349,349
64009,9
42158,158
76663,663
90650,650
94389,389
49100,100
79882,882
15322,322
97739,739
104903,903
87255,255
30042,42
48117,117
82887,887
2706,706
22544,544
103445,445
10851,851
93559,559
119125,125
102762,762
61186,186
68024,24
80059,59
58648,648
83789,789
46888,888
8233,233
53345,345
14995,995
11250,250
109099,99
51410,410
43516,516
40455,455
24837,837
68829,829
91791,791
19252,252
84204,204
62153,153
14192,192
115912,912
72232,232
100926,926
23395,395
113750,750
66598,598
103238,238
110591,591
104396,396
46831,831
113393,393
36862,862
120725,725
59379,379
40510,510
69415,415
118821,821
85161,161
37029,29
93244,244
13162,162
86499,499
73451,451
24061,61
20262,262
88217,217
78046,46
15865,865
29414,414
112905,905
18154,154
21280,280
59249,249
9767,767
27889,889
39228,228
20327,327
82289,289
40227,227
50118,118
88965,965
47594,594
101374,374
91328,328
65082,82
102003,3
87247,247
117791,791
2494,494
49772,772
116685,685
8761,761
111576,576
65162,162
78922,922
21614,614
40356,356
21803,803
107458,458
31062,62
68342,342
54294,294
115858,858
7928,928
54574,574
63572,572
71854,854
83070,70
80438,438
2459,459
120749,749
34317,317
55519,519
80554,554
101591,591
76962,962
63064,64
107784,784
61576,576
14892,892
54602,602
71355,355
89950,950
40104,104
67675,675
11371,371
36388,388
4829,829
25747,747
20245,245
42505,505
49105,105
1653,653
120294,294
34079,79
34218,218
99741,741
109505,505
74555,555
3426,426
53807,807
5447,447
10361,361
122513,513
36931,931
58082,82
96353,353
94271,271
32279,279
69119,119
113818,818
109875,875
82080,80
41204,204
120940,940
120913,913
14718,718
102482,482
71870,870
99260,260
93482,482
57548,548
47196,196
5370,370
91749,749
61209,209
96319,319
47102,102
80000,0
44442,442
47689,689
80381,381
22150,150
54194,194
41546,546
13325,325
39349,349
81803,803
6927,927
58454,454
100094,94
488,488
35793,793
174,174
43768,768
101132,132
43277,277
97667,667
47798,798
92752,752
28806,806
6740,740
22142,142
7445,445
13320,320
11566,566
17371,371
96047,47
107466,466
25831,831
29695,695
26782,782
36699,699
71906,906
18645,645
26187,187
109518,518
27918,918
60042,42
24910,910
28491,491
63287,287
7295,295
72584,584
1264,264
47807,807
101441,441
111363,363
71548,548
99869,869
80097,97
43633,633
120898,898
19258,258
68476,476
104263,263
1269,269
76231,231
117719,719
83255,255
87673,673
47669,669
110127,127
4422,422
6224,224
100528,528
42739,739
66377,377
32550,550
38998,998
1322,322
42574,574
89123,123
50551,551
112454,454
79642,642
119040,40
6583,583
52308,308
13217,217
63727,727
5190,190
22910,910
93608,608
27779,779
109124,124
105855,855
60160,160
50220,220
2007,7
16736,736
119361,361
41162,162
46225,225
61169,169
12569,569
9378,378
101630,630
19255,255
37114,114
57633,633
101984,984
13206,206
92930,930
6979,979
87610,610
7146,146
38486,486
57371,371
61843,843
74324,324
50102,102
29846,846
5637,637
61617,617
57449,449
74436,436
107059,59
92311,311
2604,604
9485,485
31164,164
58731,731
121473,473
53371,371
41917,917
108412,412
70086,86
97949,949
3236,236
22369,369
42202,202
34895,895
97878,878
83176,176
75249,249
78015,15
98530,530
110630,630
101260,260
60418,418
18557,557
98486,486
114330,330
34042,42
106576,576
22871,871
115413,413
60361,361
69959,959
115274,274
89477,477
70856,856
106712,712
120207,207
23756,756
70137,137
117782,782
122157,157
14408,408
55945,945
100077,77
9999,999
4633,633
10112,112
84764,764
42372,372
88805,805
23433,433
75330,330
5240,240
3383,383
70453,453
124870,870
108822,822
37443,443
111002,2
10195,195
116719,719
97612,612
89700,700
90213,213
7330,330
111142,142
84149,149
79125,125
29470,470
111910,910
77221,221
110763,763
20360,360
84561,561
55128,128
73713,713
85907,907
113815,815
53911,911
5209,209
67876,876
72878,878
88847,847
21721,721
6612,612
101123,123
5379,379
111962,962
105588,588
75386,386
4498,498
114326,326
44471,471
22247,247
108129,129
115312,312
7693,693
8876,876
104237,237
29156,156
118860,860
103935,935
42594,594
927,927
87622,622
18543,543
93547,547
77119,119
84771,771
67912,912
122364,364
15047,47
49665,665
98256,256
81754,754
35283,283
22683,683
103491,491
83993,993
4321,321
82422,422
32872,872
3764,764
103744,744
73461,461
110558,558
78687,687
46818,818
22350,350
7627,627
22263,263
53058,58
22561,561
91764,764
47282,282
88049,49
28058,58
103849,849
50447,447
98764,764
90792,792
103246,246
51803,803
106898,898
70664,664
3638,638
41202,202
29536,536
6062,62
40892,892
99373,373
29294,294
121323,323
100558,558
91405,405
25913,913
110893,893
36848,848
121068,68
88170,170
120123,123
86547,547
85523,523
62212,212
51263,263
44169,169
47589,589
11775,775
2491,491
85862,862
51964,964
103408,408
14026,26
57470,470
63543,543
105967,967
59678,678
65052,52
83421,421
116624,624
43882,882
4635,635
33122,122
39746,746
62242,242
28034,34
49993,993
63534,534
63494,494
52061,61
119355,355
105812,812
90289,289
90680,680
51728,728
57875,875
20922,922
56882,882
110853,853
75791,791
76643,643
92572,572
113370,370
15685,685
23118,118
1083,83
42490,490
9146,146
29932,932
76366,366
11622,622
95081,81
25280,280
68472,472
13498,498
64159,159
74846,846
110613,613
23604,604
8819,819
39511,511
108036,36
1743,743
96959,959
27237,237
30621,621
101408,408
16756,756
94707,707
52048,48
3741,741
100240,240
49712,712
12387,387
118085,85
96270,270
95912,912
40673,673
50114,114
87880,880
86302,302
84876,876
10985,985
39379,379
58631,631
9010,10
690,690
106883,883
75776,776
73654,654
120233,233
99151,151
63997,997
118890,890
11910,910
106977,977
107194,194
32206,206
19355,355
15042,42
5756,756
20846,846
19891,891
81169,169
5726,726
63862,862
118816,816
92657,657
35873,873
54752,752
102238,238
118345,345
78073,73
113376,376
25523,523
58183,183
7161,161
114619,619
103305,305
709,709
103011,11
81138,138
9754,754
83735,735
42736,736
103784,784
93509,509
51261,261
8576,576
73565,565
66424,424
117680,680
109830,830
80609,609
81031,31
78748,748
86792,792
91610,610
54759,759
59655,655
16930,930
74957,957
83875,875
91215,215
43416,416
39129,129
14996,996
55099,99
118459,459
114583,583
2026,26
54883,883
61249,249
24912,912
85823,823
33587,587
112745,745
103164,164
43410,410
73975,975
39028,28
90432,432
114545,545
111599,599
119112,112
48088,88
70130,130
38984,984
62758,758
62641,641
10529,529
33743,743
12686,686
101558,558
82174,174
6298,298
96337,337
115486,486
21437,437
42582,582
79146,146
39677,677
29957,957
110074,74
64146,146
6507,507
2679,679
110557,557
97133,133
47797,797
93853,853
96059,59
10929,929
77238,238
18895,895
97228,228
47393,393
95146,146
94035,35
118936,936
75028,28
40365,365
85289,289
102007,7
100586,586
97110,110
20516,516
73384,384
124004,4
114819,819
15464,464
83833,833
43074,74
79074,74
111110,110
16106,106
77065,65
18433,433
20888,888
104470,470
10938,938
6519,519
7940,940
15645,645
83764,764
87922,922
78947,947
22822,822
104633,633
92341,341
89199,199
29843,843
65745,745
51189,189
42056,56
73086,86
84867,867
40105,105
18450,450
99922,922
108455,455
88009,9
47062,62
76485,485
44793,793
57306,306
38518,518
104907,907
92861,861
122307,307
12884,884
9654,654
52007,7
51424,424
1198,198
101210,210
65259,259
15805,805
65483,483
51727,727
74666,666
26945,945
114518,518
86154,154
47796,796
91350,350
49828,828
121104,104
19269,269
41954,954
80350,350
85088,88
112150,150
25882,882
27453,453
120398,398
98663,663
28830,830
83151,151
74140,140
93729,729
25689,689
103771,771
109325,325
3571,571
19435,435
104123,123
81691,691
10928,928
64668,668
98970,970
119067,67
8964,964
8410,410
49943,943
123816,816
12427,427
7551,551
2311,311
122186,186
35686,686
58677,677
47497,497
116973,973
120972,972
10644,644
606,606
64217,217
50397,397
115422,422
