id,value
36122,122
103788,788
118281,281
85296,296
4158,158
40071,71
102248,248
37607,607
58040,40
39538,538
119865,865
16517,517
96521,521
541,541
98884,884
105061,61
12136,136
49868,868
110234,234
56118,118
106770,770
74951,951
95133,133
124222,222
113249,249
111703,703
86168,168
35597,597
48895,895
74553,553
108130,130
78266,266
99230,230
86709,709
19592,592
33088,88
39733,733
32175,175
86492,492
26092,92
58894,894
121331,331
49059,59
26121,121
59316,316
45175,175
65279,279
35085,85
30892,892
43625,625
99849,849
73406,406
18660,660
93122,122
25439,439
108680,680
85859,859
60506,506
91303,303
62134,134
122224,224
97158,158
7293,293
78723,723
102035,35
8492,492
31234,234
115216,216
121622,622
18284,284
25106,106
85122,122
22663,663
77978,978
28726,726
93614,614
123655,655
49299,299
75625,625
13910,910
56843,843
2578,578
54539,539
46748,748
45369,369
82070,70
98077,77
74496,496
66261,261
90647,647
5260,260
1952,952
14978,978
124719,719
48351,351
39752,752
73293,293
76341,341
106709,709
85261,261
13937,937
62600,600
4608,608
97066,66
25118,118
66146,146
25030,30
38260,260
99367,367
41741,741
70479,479
107731,731
102494,494
21997,997
17335,335
34255,255
81456,456
83533,533
81465,465
5368,368
96312,312
94223,223
47141,141
50310,310
96086,86
84630,630
82161,161
6920,920
8478,478
3255,255
85532,532
9438,438
107895,895
95869,869
88019,19
94255,255
75556,556
67117,117
104898,898
3043,43
119949,949
28827,827
97379,379
56458,458
32242,242
37687,687
44544,544
9139,139
31593,593
89027,27
12406,406
973,973
876,876
120639,639
68599,599
36265,265
97067,67
54261,261
73906,906
82780,780
110700,700
19671,671
30011,11
36835,835
29143,143
99446,446
104566,566
104303,303
27275,275
103684,684
54573,573
15294,294
15465,465
108962,962
96960,960
47878,878
86297,297
732,732
37234,234
87689,689
76864,864
122623,623
75246,246
71393,393
118074,74
87421,421
62340,340
10313,313
1810,810
52278,278
96737,737
100064,64
61008,8
87489,489
111875,875
22358,358
34411,411
92823,823
108006,6
45259,259
109981,981
124027,27
123321,321
47286,286
115025,25
15107,107
49581,581
94972,972
6363,363
73098,98
1885,885
92079,79
20304,304
87594,594
83857,857
65881,881
20889,889
8138,138
43119,119
74504,504
122083,83
2127,127
46046,46
40581,581
116267,267
78333,333
122074,74
79072,72
57488,488
73405,405
37522,522
50140,140
15937,937
104702,702
111129,129
108879,879
25859,859
62462,462
15376,376
29076,76
54488,488
79576,576
81147,147
9333,333
52101,101
105579,579
88742,742
81118,118
32655,655
35767,767
52564,564
109379,379
106342,342
30943,943
37954,954
92070,70
85050,50
23501,501
113431,431
98284,284
70535,535
32900,900
54840,840
31947,947
23269,269
53458,458
57300,300
14599,599
113323,323
69893,893
4777,777
114476,476
118702,702
104053,53
89380,380
108076,76
7896,896
46634,634
17368,368
30346,346
72796,796
51687,687
123833,833
77272,272
111630,630
14546,546
17269,269
21203,203
109357,357
74020,20
90218,218
87950,950
95267,267
4707,707
46714,714
38149,149
28944,944
94234,234
18326,326
24096,96
71829,829
73788,788
3051,51
20731,731
80020,20
81956,956
83697,697
93890,890
117967,967
65872,872
122195,195
30741,741
83292,292
86136,136
110542,542
114446,446
65705,705
43914,914
66747,747
107656,656
114021,21
24726,726
69372,372
100200,200
25885,885
11550,550
61901,901
41100,100
47010,10
37265,265
49156,156
3969,969
47749,749
27778,778
93074,74
101359,359
111172,172
89049,49
16956,956
59583,583
101890,890
57075,75
36975,975
89561,561
98644,644
32161,161
98420,420
78045,45
789,789
32916,916
2140,140
33731,731
85853,853
121737,737
202,202
23061,61
107368,368
61697,697
69709,709
123244,244
28688,688
63399,399
110998,998
5313,313
27791,791
49168,168
112022,22
2550,550
43634,634
5919,919
106626,626
37727,727
62453,453
87620,620
28793,793
120062,62
65000,0
3776,776
26597,597
84041,41
77817,817
4102,102
87292,292
49923,923
58516,516
75803,803
114422,422
22029,29
115679,679
74195,195
58575,575
112937,937
22952,952
436,436
88360,360
9803,803
21824,824
59288,288
79003,3
3907,907
52684,684
89814,814
18292,292
82746,746
76384,384
18637,637
60298,298
10225,225
86910,910
81564,564
42677,677
111288,288
2707,707
45907,907
119177,177
40249,249
75239,239
121255,255
43602,602
113783,783
75046,46
118372,372
101726,726
74983,983
50098,98
51407,407
30333,333
82647,647
25173,173
80380,380
106905,905
96250,250
101631,631
7824,824
6420,420
33789,789
60116,116
28850,850
14491,491
5373,373
8600,600
39884,884
23594,594
24097,97
43187,187
19619,619
108100,100
120637,637
73796,796
101534,534
14529,529
62279,279
78633,633
2619,619
88479,479
98044,44
106820,820
50491,491
55791,791
94737,737
75832,832
90206,206
68046,46
2647,647
95712,712
20700,700
96119,119
46062,62
51132,132
39503,503
108326,326
2977,977
57883,883
44357,357
87733,733
77258,258
3102,102
57011,11
11750,750
74482,482
20826,826
121687,687
55923,923
42144,144
45902,902
24672,672
81828,828
107124,124
35269,269
61392,392
106756,756
103566,566
111218,218
27467,467
83598,598
37673,673
115131,131
102323,323
85223,223
106808,808
10089,89
116986,986
123827,827
97803,803
104447,447
121899,899
27719,719
52294,294
23686,686
3539,539
20988,988
100131,131
101348,348
43257,257
64229,229
80665,665
114747,747
108231,231
90097,97
64532,532
13884,884
36044,44
36362,362
101464,464
43444,444
63460,460
95841,841
79569,569
68202,202
18485,485
1649,649
89076,76
62321,321
116691,691
1856,856
107119,119
89674,674
52364,364
101759,759
53311,311
50418,418
19154,154
65373,373
76373,373
37617,617
65232,232
28763,763
120635,635
2800,800
64836,836
90858,858
123638,638
43474,474
51993,993
47111,111
100741,741
28623,623
11166,166
25917,917
9614,614
94137,137
98057,57
75092,92
114946,946
95360,360
91909,909
66439,439
45304,304
2553,553
33561,561
61275,275
70496,496
2836,836
97252,252
64603,603
92680,680
26261,261
118807,807
81033,33
117620,620
83636,636
70804,804
19212,212
123013,13
71801,801
30278,278
49519,519
31848,848
107622,622
2799,799
98998,998
49719,719
51916,916
60533,533
32089,89
109680,680
91884,884
58265,265
79086,86
96014,14
16382,382
35238,238
58079,79
100632,632
69528,528
41607,607
44059,59
89319,319
67214,214
47095,95
88892,892
26072,72
73312,312
72420,420
82488,488
94183,183
27147,147
37904,904
30055,55
5913,913
31745,745
124102,102
55529,529
103007,7
86810,810
52733,733
109008,8
18576,576
85246,246
15949,949
69303,303
111513,513
73024,24
107719,719
33081,81
122888,888
85508,508
33379,379
105072,72
100034,34
33816,816
9544,544
61686,686
66084,84
20778,778
81926,926
42700,700
31368,368
73622,622
109034,34
43055,55
20168,168
27632,632
103586,586
49325,325
51073,73
18269,269
108583,583
46695,695
65950,950
30419,419
38887,887
68422,422
18112,112
114887,887
30288,288
71227,227
45257,257
35132,132
37358,358
18238,238
9652,652
101592,592
78354,354
51153,153
112451,451
46876,876
72764,764
28011,11
59421,421
82570,570
106323,323
60762,762
38960,960
63395,395
39821,821
19791,791
1827,827
26810,810
87079,79
35937,937
55238,238
71685,685
35953,953
30680,680
37518,518
11954,954
29535,535
105903,903
38396,396
11110,110
4803,803
81443,443
42120,120
16812,812
111955,955
87603,603
121862,862
9725,725
66251,251
38563,563
50679,679
29920,920
104814,814
43496,496
76800,800
54816,816
52696,696
96044,44
40302,302
27573,573
4214,214
115363,363
86150,150
107883,883
19344,344
113274,274
102427,427
68767,767
66155,155
31804,804
108701,701
18877,877
81668,668
87400,400
103786,786
109431,431
