id,value
500000,0
500001,1
500002,2
500003,3
500004,4
500005,5
500006,6
500007,7
500008,8
500009,9
500010,10
500011,11
500012,12
500013,13
500014,14
500015,15
500016,16
500017,17
500018,18
500019,19
500020,20
500021,21
500022,22
500023,23
500024,24
500025,25
500026,26
500027,27
500028,28
500029,29
500030,30
500031,31
500032,32
500033,33
500034,34
500035,35
500036,36
500037,37
500038,38
500039,39
500040,40
500041,41
500042,42
500043,43
500044,44
500045,45
500046,46
500047,47
500048,48
500049,49
500050,50
500051,51
500052,52
500053,53
500054,54
500055,55
500056,56
500057,57
500058,58
500059,59
500060,60
500061,61
500062,62
500063,63
500064,64
500065,65
500066,66
500067,67
500068,68
500069,69
500070,70
500071,71
500072,72
500073,73
500074,74
500075,75
500076,76
500077,77
500078,78
500079,79
500080,80
500081,81
500082,82
500083,83
500084,84
500085,85
500086,86
500087,87
500088,88
500089,89
500090,90
500091,91
500092,92
500093,93
500094,94
500095,95
500096,96
500097,97
500098,98
500099,99
500100,100
500101,101
500102,102
500103,103
500104,104
500105,105
500106,106
500107,107
500108,108
500109,109
500110,110
500111,111
500112,112
500113,113
500114,114
500115,115
500116,116
500117,117
500118,118
500119,119
500120,120
500121,121
500122,122
500123,123
500124,124
500125,125
500126,126
500127,127
500128,128
500129,129
500130,130
500131,131
500132,132
500133,133
500134,134
500135,135
500136,136
500137,137
500138,138
500139,139
500140,140
500141,141
500142,142
500143,143
500144,144
500145,145
500146,146
500147,147
500148,148
500149,149
500150,150
500151,151
500152,152
500153,153
500154,154
500155,155
500156,156
500157,157
500158,158
500159,159
500160,160
500161,161
500162,162
500163,163
500164,164
500165,165
500166,166
500167,167
500168,168
500169,169
500170,170
500171,171
500172,172
500173,173
500174,174
500175,175
500176,176
500177,177
500178,178
500179,179
500180,180
500181,181
500182,182
500183,183
500184,184
500185,185
500186,186
500187,187
500188,188
500189,189
500190,190
500191,191
500192,192
500193,193
500194,194
500195,195
500196,196
500197,197
500198,198
500199,199
500200,200
500201,201
500202,202
500203,203
500204,204
500205,205
500206,206
500207,207
