id,value
750000,0
750001,1
750002,2
750003,3
750004,4
750005,5
750006,6
750007,7
750008,8
750009,9
750010,10
750011,11
750012,12
750013,13
750014,14
750015,15
750016,16
750017,17
750018,18
750019,19
750020,20
750021,21
750022,22
750023,23
750024,24
750025,25
750026,26
750027,27
750028,28
750029,29
750030,30
750031,31
750032,32
750033,33
750034,34
750035,35
750036,36
750037,37
750038,38
750039,39
750040,40
750041,41
750042,42
750043,43
750044,44
750045,45
750046,46
750047,47
750048,48
750049,49
750050,50
750051,51
750052,52
750053,53
750054,54
750055,55
750056,56
750057,57
750058,58
750059,59
750060,60
750061,61
750062,62
750063,63
750064,64
750065,65
750066,66
750067,67
750068,68
750069,69
750070,70
750071,71
750072,72
750073,73
750074,74
750075,75
750076,76
750077,77
750078,78
750079,79
750080,80
750081,81
750082,82
750083,83
750084,84
750085,85
750086,86
750087,87
750088,88
750089,89
750090,90
750091,91
750092,92
750093,93
750094,94
750095,95
750096,96
750097,97
750098,98
750099,99
750100,100
750101,101
750102,102
750103,103
750104,104
750105,105
750106,106
750107,107
750108,108
750109,109
750110,110
750111,111
750112,112
750113,113
750114,114
750115,115
750116,116
750117,117
750118,118
750119,119
750120,120
750121,121
750122,122
750123,123
750124,124
750125,125
750126,126
750127,127
750128,128
750129,129
750130,130
750131,131
750132,132
750133,133
750134,134
750135,135
750136,136
750137,137
750138,138
750139,139
750140,140
750141,141
750142,142
750143,143
750144,144
750145,145
750146,146
750147,147
750148,148
750149,149
750150,150
750151,151
750152,152
750153,153
750154,154
750155,155
750156,156
750157,157
750158,158
750159,159
750160,160
750161,161
750162,162
750163,163
750164,164
750165,165
750166,166
750167,167
750168,168
750169,169
750170,170
750171,171
750172,172
750173,173
750174,174
750175,175
750176,176
750177,177
750178,178
750179,179
750180,180
750181,181
750182,182
750183,183
750184,184
750185,185
750186,186
750187,187
750188,188
750189,189
750190,190
750191,191
750192,192
750193,193
750194,194
750195,195
750196,196
750197,197
750198,198
750199,199
750200,200
750201,201
750202,202
750203,203
750204,204
750205,205
750206,206
750207,207
750208,208
750209,209
750210,210
750211,211
750212,212
750213,213
750214,214
750215,215
750216,216
750217,217
750218,218
750219,219
750220,220
750221,221
750222,222
750223,223
750224,224
750225,225
750226,226
750227,227
750228,228
750229,229
750230,230
750231,231
750232,232
750233,233
750234,234
750235,235
750236,236
750237,237
750238,238
750239,239
750240,240
750241,241
750242,242
750243,243
750244,244
750245,245
750246,246
750247,247
750248,248
750249,249
750250,250
750251,251
750252,252
750253,253
750254,254
750255,255
750256,256
750257,257
750258,258
750259,259
750260,260
750261,261
750262,262
750263,263
750264,264
750265,265
750266,266
750267,267
750268,268
750269,269
750270,270
750271,271
750272,272
750273,273
750274,274
750275,275
750276,276
750277,277
750278,278
750279,279
750280,280
750281,281
750282,282
750283,283
750284,284
750285,285
750286,286
750287,287
750288,288
750289,289
750290,290
750291,291
750292,292
750293,293
750294,294
750295,295
750296,296
