id,value
48589,589
44039,39
54225,225
37860,860
62691,691
85376,376
26255,255
37578,578
91178,178
69957,957
104364,364
76327,327
115544,544
22062,62
53012,12
10474,474
12897,897
117509,509
4832,832
114989,989
122833,833
115333,333
96652,652
55430,430
24514,514
28643,643
1874,874
87276,276
13281,281
25875,875
7684,684
83400,400
14035,35
119766,766
109504,504
70529,529
98073,73
111356,356
587,587
33774,774
63847,847
73391,391
28292,292
41468,468
103537,537
30915,915
26693,693
53152,152
95541,541
121888,888
52366,366
68975,975
120184,184
63733,733
82750,750
69972,972
22170,170
54112,112
79901,901
85038,38
40314,314
48773,773
122620,620
54788,788
77111,111
75113,113
68698,698
83969,969
25179,179
92132,132
74968,968
59990,990
6953,953
115376,376
82947,947
54180,180
8430,430
53524,524
116176,176
16050,50
56281,281
11117,117
114427,427
81251,251
93601,601
79119,119
114131,131
19094,94
86543,543
75722,722
37283,283
7087,87
73124,124
117407,407
31169,169
116124,124
97044,44
97409,409
19656,656
16442,442
122173,173
37675,675
41171,171
18888,888
107100,100
116323,323
42599,599
111062,62
111928,928
4851,851
122657,657
39904,904
69138,138
38091,91
89676,676
1164,164
26866,866
36509,509
113106,106
3588,588
100722,722
53884,884
2808,808
29426,426
36836,836
11247,247
68411,411
48227,227
79290,290
9079,79
43769,769
61940,940
94342,342
114795,795
22378,378
113212,212
68510,510
116750,750
60734,734
118170,170
51965,965
73257,257
51945,945
29839,839
63347,347
66625,625
34034,34
81399,399
94687,687
455,455
84536,536
118369,369
30098,98
4911,911
79005,5
103790,790
54213,213
34328,328
92410,410
102302,302
89745,745
45603,603
62652,652
60874,874
57288,288
64109,109
46400,400
40328,328
84795,795
82863,863
103985,985
4794,794
31963,963
1209,209
48762,762
115938,938
50878,878
52452,452
25011,11
96888,888
62696,696
73110,110
21960,960
10792,792
122984,984
45793,793
62958,958
71746,746
54646,646
17370,370
30319,319
87050,50
55384,384
49939,939
103567,567
105721,721
100601,601
95290,290
48880,880
79829,829
91716,716
80101,101
6404,404
12587,587
32999,999
78510,510
84436,436
91067,67
22798,798
45404,404
51404,404
62404,404
62586,586
88914,914
119094,94
55626,626
24122,122
3616,616
1726,726
107336,336
107829,829
110308,308
120978,978
21688,688
100609,609
110941,941
85422,422
32353,353
17158,158
69901,901
10064,64
46465,465
4579,579
59213,213
116270,270
114086,86
32330,330
14290,290
12399,399
104619,619
397,397
84608,608
42409,409
36681,681
115227,227
30471,471
105226,226
29948,948
38179,179
94103,103
35994,994
102852,852
120961,961
25496,496
38949,949
76576,576
59388,388
16646,646
72509,509
110842,842
51966,966
81964,964
54387,387
109727,727
11873,873
9407,407
82805,805
84221,221
15299,299
62172,172
13203,203
115937,937
74955,955
51785,785
73976,976
9461,461
54633,633
53996,996
31058,58
31608,608
16087,87
14340,340
251,251
15280,280
116459,459
61962,962
81414,414
122659,659
14739,739
48274,274
568,568
44127,127
81596,596
16160,160
124122,122
54650,650
118274,274
98773,773
85386,386
68579,579
70373,373
46136,136
43583,583
105240,240
37907,907
58224,224
88778,778
32341,341
60594,594
17610,610
2983,983
68256,256
37291,291
75998,998
76306,306
86554,554
114126,126
99661,661
20645,645
33618,618
6443,443
119445,445
17672,672
6305,305
68911,911
105407,407
47646,646
44174,174
47148,148
43331,331
87280,280
11686,686
49956,956
17790,790
101664,664
44118,118
24409,409
93348,348
51005,5
9604,604
62161,161
89973,973
78124,124
108341,341
47559,559
101162,162
24114,114
92365,365
20725,725
111852,852
108127,127
63759,759
64544,544
72326,326
96563,563
98437,437
58455,455
59647,647
124459,459
74231,231
28250,250
42812,812
48355,355
89404,404
50478,478
71048,48
101830,830
96071,71
99952,952
83355,355
116935,935
94105,105
80132,132
1470,470
40321,321
118808,808
111048,48
21716,716
38287,287
62445,445
28992,992
88659,659
94335,335
121861,861
76634,634
53644,644
124186,186
20561,561
210,210
60744,744
15182,182
99821,821
5437,437
63318,318
36139,139
67649,649
2770,770
90535,535
25058,58
15536,536
35341,341
97068,68
45206,206
46902,902
65855,855
36054,54
52860,860
64963,963
66325,325
99165,165
112259,259
86934,934
117040,40
4402,402
70907,907
66258,258
97794,794
58156,156
60093,93
97975,975
39585,585
18200,200
11968,968
118059,59
19681,681
43322,322
63694,694
81290,290
67687,687
111024,24
27903,903
101908,908
72678,678
99649,649
35824,824
69457,457
64036,36
67062,62
3215,215
5097,97
80136,136
79145,145
14840,840
72368,368
26818,818
44057,57
104029,29
87415,415
14353,353
65463,463
124138,138
6800,800
3404,404
44972,972
48914,914
107322,322
15404,404
85993,993
120383,383
95670,670
