id,value
92053,53
41771,771
87267,267
14104,104
41882,882
123770,770
110089,89
122910,910
12970,970
114468,468
115814,814
20509,509
104141,141
123670,670
84131,131
77466,466
98183,183
78079,79
57329,329
12516,516
72613,613
93592,592
57588,588
72113,113
28801,801
123937,937
15774,774
122703,703
66985,985
105854,854
38165,165
27301,301
56915,915
67672,672
103835,835
124086,86
3282,282
26552,552
105112,112
32011,11
18901,901
68240,240
73651,651
110312,312
114930,930
38395,395
58578,578
96568,568
108316,316
73523,523
15729,729
62802,802
65711,711
3789,789
63012,12
60353,353
35973,973
5621,621
29581,581
111012,12
31107,107
46849,849
94384,384
101462,462
94955,955
101088,88
52242,242
51960,960
103064,64
76679,679
120973,973
96198,198
47021,21
69857,857
2533,533
78715,715
93679,679
108120,120
101774,774
28602,602
41229,229
46581,581
68725,725
74313,313
110644,644
51413,413
17314,314
93951,951
109870,870
106609,609
123365,365
100978,978
66830,830
117937,937
110268,268
122646,646
60343,343
119869,869
60579,579
36446,446
65488,488
88997,997
117227,227
1378,378
27736,736
36882,882
92174,174
33830,830
50197,197
12775,775
123097,97
63135,135
122434,434
18526,526
98361,361
67174,174
62125,125
111151,151
30824,824
41789,789
23588,588
30849,849
94585,585
41868,868
29267,267
15680,680
93450,450
113911,911
74657,657
44711,711
90296,296
5303,303
30060,60
30530,530
30418,418
73793,793
9570,570
20463,463
114612,612
84859,859
16606,606
72695,695
39784,784
39013,13
51655,655
118955,955
111047,47
105275,275
118079,79
63443,443
67076,76
46434,434
93985,985
20053,53
46205,205
29181,181
36712,712
54548,548
22890,890
69308,308
78093,93
73191,191
100928,928
70474,474
59761,761
71310,310
43372,372
11763,763
102693,693
112685,685
64500,500
122327,327
3941,941
97597,597
6188,188
83098,98
95489,489
60954,954
69618,618
24475,475
49593,593
90455,455
77179,179
32789,789
20479,479
117766,766
3661,661
49038,38
75573,573
3758,758
14172,172
99723,723
40506,506
95369,369
44049,49
63469,469
115117,117
16088,88
69954,954
92508,508
96354,354
72514,514
47608,608
35959,959
5887,887
72912,912
7444,444
97824,824
97312,312
103165,165
9224,224
53263,263
109919,919
46274,274
70326,326
106337,337
94073,73
42690,690
64354,354
108736,736
1680,680
119381,381
57542,542
87685,685
45889,889
121868,868
116514,514
69579,579
86206,206
14446,446
17101,101
40759,759
84224,224
97554,554
30771,771
71574,574
115844,844
2513,513
107663,663
70894,894
106837,837
93570,570
44583,583
68690,690
38275,275
67990,990
61172,172
50720,720
20236,236
106611,611
112509,509
1945,945
82323,323
79251,251
96528,528
97032,32
39653,653
112979,979
30153,153
118263,263
11627,627
118210,210
42459,459
73199,199
47601,601
40743,743
19029,29
120993,993
13356,356
122022,22
50231,231
32710,710
67960,960
20974,974
60570,570
6120,120
67663,663
12803,803
4079,79
74312,312
114847,847
100413,413
4923,923
48855,855
1222,222
72562,562
104924,924
62523,523
48662,662
38156,156
850,850
36227,227
64856,856
102826,826
113650,650
77012,12
84160,160
31752,752
63048,48
38539,539
36147,147
114506,506
72815,815
111095,95
3679,679
67921,921
2959,959
28959,959
94916,916
95493,493
9707,707
6673,673
7244,244
103364,364
109711,711
60170,170
107658,658
35610,610
120848,848
107335,335
26326,326
35619,619
123330,330
58583,583
58231,231
85577,577
95569,569
9411,411
72831,831
89402,402
57680,680
43786,786
19902,902
23206,206
122575,575
23974,974
14687,687
6679,679
3573,573
98778,778
115622,622
48514,514
28838,838
24088,88
19488,488
22729,729
30307,307
37722,722
35549,549
24518,518
14108,108
53814,814
102969,969
50840,840
910,910
21714,714
9096,96
118745,745
91927,927
96845,845
10943,943
80150,150
5164,164
50071,71
1426,426
10481,481
41904,904
17955,955
88915,915
12082,82
56319,319
56405,405
62669,669
113279,279
37713,713
87968,968
62053,53
77485,485
92153,153
48496,496
41239,239
8065,65
105070,70
14959,959
79296,296
80863,863
72746,746
75215,215
109967,967
94877,877
35951,951
28709,709
65639,639
87140,140
56762,762
106252,252
82499,499
62702,702
