id,value
46954,954
113338,338
98872,872
58577,577
46388,388
14462,462
58857,857
110950,950
3114,114
48051,51
75545,545
16667,667
24602,602
8981,981
36384,384
50093,93
5006,6
38780,780
2898,898
16294,294
109374,374
109327,327
11365,365
75525,525
113934,934
2142,142
80559,559
91733,733
119298,298
30516,516
63560,560
42503,503
4447,447
108008,8
92100,100
123009,9
93707,707
33694,694
52213,213
38264,264
123294,294
47604,604
121373,373
87217,217
7982,982
50407,407
118393,393
37656,656
60243,243
40228,228
39572,572
90751,751
33696,696
8680,680
51538,538
45164,164
78047,47
47020,20
51449,449
9207,207
58113,113
20330,330
65915,915
97976,976
109670,670
119587,587
73369,369
68858,858
41900,900
48503,503
59010,10
38489,489
29718,718
45178,178
41658,658
121135,135
38497,497
3779,779
94744,744
6582,582
73447,447
87405,405
111685,685
54279,279
64755,755
96763,763
30463,463
80748,748
36129,129
53669,669
40501,501
15061,61
71126,126
61870,870
12233,233
11835,835
34742,742
14102,102
37274,274
122410,410
69922,922
111055,55
5210,210
112885,885
35299,299
124756,756
44446,446
53953,953
5703,703
73465,465
48023,23
115953,953
124292,292
8605,605
78757,757
12377,377
68691,691
3105,105
37695,695
67029,29
42090,90
74328,328
34191,191
92442,442
48010,10
122630,630
103770,770
38118,118
107986,986
31386,386
8591,591
63953,953
95453,453
70370,370
28345,345
13795,795
73304,304
64865,865
68742,742
105808,808
89642,642
52037,37
68322,322
62247,247
50897,897
105956,956
3146,146
82290,290
22336,336
67555,555
9062,62
8831,831
92960,960
79142,142
72394,394
47317,317
34761,761
34063,63
16444,444
108959,959
121311,311
17465,465
108542,542
27126,126
71507,507
98875,875
80187,187
79706,706
48691,691
97223,223
92829,829
46867,867
98006,6
95468,468
66776,776
27112,112
57940,940
123322,322
3874,874
112567,567
65449,449
86130,130
27197,197
13709,709
122617,617
3374,374
107234,234
71933,933
18379,379
52047,47
59689,689
114488,488
66556,556
35108,108
28471,471
123374,374
22736,736
75725,725
2365,365
25373,373
107039,39
98806,806
22024,24
87047,47
65053,53
52954,954
103313,313
56081,81
64723,723
26915,915
26496,496
73441,441
14551,551
9762,762
88837,837
67712,712
105591,591
90719,719
8674,674
7250,250
76406,406
72036,36
45999,999
69739,739
6248,248
76188,188
114535,535
10456,456
107754,754
109149,149
57319,319
67226,226
113733,733
46776,776
71262,262
120717,717
41136,136
56640,640
55173,173
98766,766
19833,833
26908,908
103538,538
96451,451
89050,50
56551,551
109001,1
27036,36
95343,343
65461,461
59457,457
56420,420
94484,484
113116,116
47046,46
65859,859
83518,518
46334,334
66038,38
37664,664
16989,989
409,409
103268,268
88580,580
50228,228
76421,421
84674,674
87181,181
49718,718
50539,539
101298,298
90874,874
121593,593
23124,124
92408,408
107826,826
17867,867
22799,799
20990,990
52399,399
36806,806
24485,485
19911,911
85045,45
72026,26
72568,568
49843,843
35978,978
83913,913
55143,143
104138,138
38985,985
23754,754
56703,703
23912,912
46604,604
47615,615
42970,970
56914,914
53963,963
74933,933
29721,721
45661,661
58131,131
39926,926
121913,913
21072,72
47162,162
55815,815
69968,968
61280,280
14043,43
117779,779
10588,588
82217,217
16375,375
95906,906
110064,64
110900,900
2122,122
63018,18
49245,245
21348,348
44423,423
96107,107
61093,93
112225,225
4327,327
50697,697
48694,694
112660,660
77422,422
91896,896
124552,552
29568,568
80593,593
96897,897
13418,418
96373,373
40526,526
123266,266
8445,445
42590,590
113878,878
65841,841
112427,427
83917,917
54272,272
20609,609
82718,718
628,628
122048,48
121703,703
63214,214
15857,857
84398,398
123250,250
115933,933
81932,932
21798,798
29078,78
42007,7
57787,787
119849,849
79514,514
62191,191
80938,938
6678,678
40475,475
7699,699
39598,598
118231,231
113449,449
19439,439
86428,428
9813,813
116475,475
46451,451
86462,462
63351,351
123814,814
123211,211
88077,77
11224,224
5158,158
52604,604
123143,143
15594,594
44207,207
43646,646
56130,130
78004,4
67082,82
115576,576
34844,844
37257,257
116646,646
61223,223
72008,8
37856,856
76904,904
37604,604
35322,322
88753,753
31616,616
24195,195
83103,103
