id,value
5697,697
48471,471
27731,731
30544,544
101692,692
44663,663
83282,282
100721,721
19251,251
41362,362
2855,855
11330,330
19746,746
124188,188
574,574
110278,278
67837,837
98356,356
114749,749
52910,910
51045,45
59922,922
34870,870
44024,24
15906,906
103310,310
33083,83
79397,397
104644,644
106359,359
117012,12
92075,75
55494,494
99695,695
42281,281
4765,765
97970,970
117203,203
84621,621
78906,906
72979,979
88473,473
79340,340
36372,372
74631,631
75946,946
45736,736
47412,412
3855,855
36707,707
115810,810
88984,984
42426,426
58694,694
99691,691
27631,631
27334,334
69046,46
42412,412
70811,811
56997,997
39146,146
56123,123
29773,773
72865,865
72931,931
80315,315
27769,769
98240,240
7694,694
39997,997
746,746
18439,439
29592,592
32103,103
113004,4
17420,420
65500,500
112010,10
103607,607
76642,642
115167,167
95105,105
26400,400
80885,885
53000,0
109019,19
42449,449
124834,834
120568,568
102464,464
5130,130
12806,806
72963,963
10921,921
64686,686
14184,184
36771,771
46473,473
43764,764
100091,91
86669,669
10919,919
3824,824
65328,328
17817,817
44512,512
40608,608
20111,111
9863,863
51311,311
49949,949
22078,78
77878,878
102965,965
49890,890
23339,339
27847,847
121069,69
122455,455
98908,908
120708,708
29121,121
38643,643
97828,828
17666,666
45417,417
70969,969
25361,361
54682,682
65090,90
11911,911
26994,994
89238,238
91840,840
50166,166
27338,338
64161,161
62337,337
6147,147
76860,860
96234,234
57270,270
16933,933
113960,960
65125,125
24276,276
6077,77
84288,288
54018,18
20035,35
56190,190
37615,615
66695,695
110314,314
82575,575
58158,158
118135,135
63747,747
31811,811
22681,681
5674,674
99683,683
74565,565
85659,659
68534,534
2359,359
81946,946
109130,130
112753,753
113038,38
14925,925
90942,942
85860,860
13328,328
84447,447
74470,470
76062,62
17893,893
116062,62
122784,784
17936,936
42953,953
104231,231
42720,720
120154,154
64415,415
44629,629
277,277
71575,575
100336,336
83410,410
65168,168
530,530
110993,993
82934,934
94412,412
77884,884
95866,866
32049,49
80111,111
120202,202
74589,589
73895,895
84056,56
28149,149
52136,136
25324,324
32442,442
117666,666
18075,75
14197,197
116976,976
45628,628
33689,689
118648,648
32198,198
75849,849
46041,41
62986,986
112162,162
12405,405
16724,724
97395,395
70968,968
20823,823
30422,422
52280,280
56139,139
4065,65
68630,630
116699,699
106536,536
67492,492
72163,163
52470,470
9512,512
49209,209
87350,350
119837,837
118103,103
53738,738
7098,98
35608,608
16447,447
7411,411
59837,837
19742,742
91782,782
89289,289
93283,283
83213,213
22806,806
67556,556
18380,380
13287,287
88826,826
62186,186
17554,554
105581,581
16118,118
75383,383
48845,845
49978,978
86006,6
18213,213
102098,98
37737,737
71188,188
48380,380
63508,508
84386,386
73511,511
20529,529
65330,330
99784,784
30971,971
115388,388
13917,917
111181,181
74818,818
120917,917
73864,864
2243,243
14747,747
104580,580
42141,141
9020,20
66482,482
117841,841
82583,583
8484,484
78519,519
95235,235
101168,168
20234,234
53066,66
102767,767
62712,712
85917,917
62547,547
1417,417
32997,997
19347,347
11210,210
13517,517
102108,108
24392,392
85472,472
84812,812
104528,528
76658,658
108875,875
62878,878
41739,739
11941,941
98316,316
15201,201
59181,181
69405,405
105939,939
65554,554
28589,589
102968,968
66810,810
124343,343
98116,116
2321,321
28062,62
